,abstract_id,sentence_index,synonym_tokens,original_tokens,attack_successful,num_changed,divergence,token_index,num_queries,changed_sentences,num_entities_changed,synonym_prob,semantic_sim,attack_type,type,num_changes_in_pred,comp_mode,num_entites_changed
333,25753488,1,,,False,,,,,,,,,,,,,
334,25753488,3,linagliptin product,linagliptin,,1,,4,1,,,,,,CHEMICAL,,,
335,25753488,3,t2dm - diabetes mellitus type 2,diabetes mellitus,,2,,15,2,,,,,,DISEASE,,,
336,25753488,3,metformine,metformin,True,3,13.213539123535156,27,3,[4],,,,,CHEMICAL,,,4.0
337,25753488,4,,,False,,,,,,,,,,,,,
338,25753488,5,,,False,,,,,,,,,,,,,
339,25753488,6,,,False,,,,,,,,,,,,,
340,25753488,7,,,False,,,,,,,,,,,,,
341,25753488,8,,,False,,,,,,,,,,,,,
342,25753488,9,,,False,,,,,,,,,,,,,
343,25753488,10,,,False,,,,,,,,,,,,,
344,25753488,11,,,False,,,,,,,,,,,,,
345,25753488,12,t2dm - diabetes mellitus type 2,type 2 diabetes mellitus,False,1,3.4140520095825195,7,1,[],,,,,DISEASE,,,0.0
346,25753488,13,linagliptin product,linagliptin,,1,,36,1,,,,,,CHEMICAL,,,
347,25753488,13,metformine,metformin,False,2,0.48098307847976685,43,2,[],,,,,CHEMICAL,,,0.0
348,25753488,14,metformine,metformin,,1,,47,1,,,,,,CHEMICAL,,,
349,25753488,14,linagliptin product,linagliptin,,2,,61,2,,,,,,CHEMICAL,,,
350,25753488,14,metformine,metformin,False,3,14.177824020385742,74,3,[],,,,,CHEMICAL,,,0.0
351,25753488,15,metformine,metformin,False,1,0.005476587917655706,7,1,[],,,,,CHEMICAL,,,0.0
352,25753488,16,,,False,,,,,,,,,,,,,
353,25753488,17,,,False,,,,,,,,,,,,,
354,25753488,18,linagliptin product,linagliptin,False,1,10.536222457885742,13,1,[],,,,,CHEMICAL,,,0.0
355,25753488,19,,,False,,,,,,,,,,,,,
356,25753488,20,linagliptin product,linagliptin,False,1,4.797242164611816,8,1,[],,,,,CHEMICAL,,,0.0
357,25753488,21,,,False,,,,,,,,,,,,,
358,25753488,22,linagliptin product,linagliptin,False,1,1.484687089920044,0,1,[],,,,,CHEMICAL,,,0.0
359,25753488,23,linagliptin product,linagliptin,,1,,2,1,,,,,,CHEMICAL,,,
360,25753488,23,metformine,metformin,False,2,0.681647777557373,31,2,[],,,,,CHEMICAL,,,0.0
361,25753488,24,,,False,,,,,,,,,,,,,
362,23706759,0,,,False,,,,,,,,,,,,,
363,23706759,1,,,False,,,,,,,,,,,,,
364,23706759,3,vildagliptin product,vildagliptin,False,1,15.003923416137695,12,1,[],,,,,CHEMICAL,,,0.0
365,23706759,4,,,False,,,,,,,,,,,,,
366,23706759,5,,,False,,,,,,,,,,,,,
367,23706759,7,,,False,,,,,,,,,,,,,
368,23706759,8,,,False,,,,,,,,,,,,,
369,23706759,13,,,False,,,,,,,,,,,,,
370,23706759,14,vildagliptin product,vildagliptin,False,1,6.499098777770996,25,1,[],,,,,CHEMICAL,,,0.0
371,23706759,15,diabetes type 2,diabetes,False,1,0.105934277176857,58,1,[],,,,,DISEASE,,,0.0
372,23706759,16,vildagliptin product,vildagliptin,False,1,1.515319585800171,42,1,[],,,,,CHEMICAL,,,0.0
373,23706759,17,,,False,,,,,,,,,,,,,
374,23706759,19,vildagliptin product,vildagliptin,False,1,17.063350677490234,22,1,[],,,,,CHEMICAL,,,0.0
375,23706759,20,vildagliptin product,vildagliptin,False,1,12.788431167602539,43,1,[],,,,,CHEMICAL,,,0.0
376,23706759,21,vildagliptin product,vildagliptin,False,1,7.500851631164551,28,1,[],,,,,CHEMICAL,,,0.0
377,23706759,22,vildagliptin product,vildagliptin,False,1,4.414401531219482,11,1,[],,,,,CHEMICAL,,,0.0
378,23706759,23,diabetes type 2,diabetes,False,1,0.03988160192966461,30,1,[],,,,,DISEASE,,,0.0
379,23706759,24,vildagliptin product,vildagliptin,,1,,15,1,,,,,,CHEMICAL,,,
380,23706759,24,diabetes type 2,diabetes,False,2,2.5264499187469482,32,2,[],,,,,DISEASE,,,1.0
381,23706759,27,,,False,,,,,,,,,,,,,
382,21819517,0,,,False,,,,,,,,,,,,,
383,21819517,1,,,False,,,,,,,,,,,,,
384,21819517,2,insulin glargine human,glargine,,1,,12,1,,,,,,CHEMICAL,,,
385,21819517,2,diabetes type 2,diabetes,True,2,13.4362154006958,35,2,[2],,,,,DISEASE,,,2.0
386,21819517,3,,,False,,,,,,,,,,,,,
387,21819517,4,insulin glargine human,glargine,,1,,34,1,,,,,,CHEMICAL,,,
388,21819517,4,t2dm - diabetes mellitus type 2,diabetes mellitus,False,2,10.762187957763672,52,2,[],,,,,DISEASE,,,0.0
389,21819517,5,insulina lispro,lispro,,1,,19,1,,,,,,CHEMICAL,,,
390,21819517,5,glargine insulin,glargine,,2,,25,2,,,,,,CHEMICAL,,,
391,21819517,5,insulina lispro,lispro,True,3,7.545437812805176,31,3,[5],,,,,CHEMICAL,,,1.0
392,21819517,6,,,False,,,,,,,,,,,,,
393,21819517,7,glargine insulin,glargine,False,1,2.885408401489258,8,1,[],,,,,CHEMICAL,,,0.0
394,21819517,8,,,False,,,,,,,,,,,,,
395,21819517,9,glargine insulin,glargine,False,1,20.566490173339844,10,1,[],,,,,CHEMICAL,,,0.0
396,21819517,10,glargine insulin,glargine,False,1,16.40606689453125,22,1,[],,,,,CHEMICAL,,,0.0
397,21819517,11,,,False,,,,,,,,,,,,,
398,21819517,12,glargine insulin,glargine,False,1,10.831161499023438,39,1,[],,,,,CHEMICAL,,,0.0
399,21819517,13,nocturnal hypoglycemia,nocturnal hypoglycaemia,False,1,0.009928162209689617,26,1,[],,,,,DISEASE,,,0.0
400,21819517,15,glargine insulin,glargine,False,1,4.763570785522461,32,1,[],,,,,CHEMICAL,,,0.0
401,21819517,16,glargine insulin,glargine,False,1,3.6821646690368652,19,1,[],,,,,CHEMICAL,,,0.0
402,21819517,17,,,False,,,,,,,,,,,,,
403,21802161,0,,,False,,,,,,,,,,,,,
404,21802161,1,,,False,,,,,,,,,,,,,
405,21802161,3,diabetes type 2,diabetes,True,1,0.19060856103897095,21,1,[4],,,,,DISEASE,,,2.0
406,21802161,4,,,False,,,,,,,,,,,,,
407,21802161,5,,,False,,,,,,,,,,,,,
408,21802161,6,folates,folate,,1,,18,1,,,,,,CHEMICAL,,,
409,21802161,6,diabetes type 2,diabetes,,2,,48,2,,,,,,DISEASE,,,
410,21802161,6,metformine,metformin,False,3,15.04659652709961,50,3,[],,,,,CHEMICAL,,,0.0
411,21802161,7,,,False,,,,,,,,,,,,,
412,21802161,8,diabetes type 2,diabetes,False,1,0.09267447888851166,40,1,[],,,,,DISEASE,,,0.0
413,21802161,9,test folic acid,folic acid,False,1,9.763572692871094,8,1,[],,,,,CHEMICAL,,,0.0
414,21802161,10,,,False,,,,,,,,,,,,,
415,21802161,11,test folic acid,folic acid,,1,,5,1,,,,,,CHEMICAL,,,
416,21802161,11,blood fasting glucose,glucose,True,2,7.8474836349487305,36,2,[16],,,,,CHEMICAL,,,2.0
417,21802161,16,,,False,,,,,,,,,,,,,
418,21802161,12,folate serum,folate,,1,,5,1,,,,,,CHEMICAL,,,
419,21802161,12,test folic acid,folic acid,False,2,9.687848091125488,32,2,[],,,,,CHEMICAL,,,0.0
420,21802161,13,test folic acid,folic acid,False,1,8.771856307983398,4,1,[],,,,,CHEMICAL,,,0.0
421,21802161,14,test folic acid,folic acid,,1,,2,1,,,,,,CHEMICAL,,,
422,21802161,14,diabetes type 2,diabetes,False,2,7.331547260284424,31,2,[],,,,,DISEASE,,,1.0
423,23906445,0,,,False,,,,,,,,,,,,,
424,23906445,1,,,False,,,,,,,,,,,,,
425,23906445,3,dapagliflozin product,dapagliflozin,,1,,0,1,,,,,,CHEMICAL,,,
426,23906445,3,metformine,metformin,False,2,14.721539497375488,37,2,[],,,,,CHEMICAL,,,0.0
427,23906445,4,,,False,,,,,,,,,,,,,
428,23906445,5,dapagliflozin product,dapagliflozin,,1,,2,1,,,,,,CHEMICAL,,,
429,23906445,5,t2dm - diabetes mellitus type 2,diabetes mellitus,False,2,13.158431053161621,41,2,[],,,,,DISEASE,,,0.0
430,23906445,6,dapagliflozin product,dapagliflozin,False,1,7.08045768737793,27,1,[],,,,,CHEMICAL,,,0.0
431,23906445,7,metformine,metformin,False,1,0.020715201273560524,75,1,[],,,,,CHEMICAL,,,0.0
432,23906445,8,metformine,metformin,False,1,0.02803100273013115,32,1,[],,,,,CHEMICAL,,,0.0
433,23906445,9,,,False,,,,,,,,,,,,,
434,23906445,10,,,False,,,,,,,,,,,,,
435,23906445,11,dapagliflozin product,dapagliflozin,False,1,13.49301528930664,4,1,[],,,,,CHEMICAL,,,0.0
436,23906445,12,,,False,,,,,,,,,,,,,
437,23906445,13,bone fracture,fracture,False,1,5.866692543029785,1,1,[],,,,,DISEASE,,,0.0
438,23906445,14,infection of urinary tract,urinary tract infection,,1,,3,1,,,,,,DISEASE,,,
439,23906445,14,genital infections,genital infection,False,2,5.150818824768066,14,2,[],,,,,DISEASE,,,0.0
440,23906445,15,metformine,metformin,False,1,0.026362337172031403,46,1,[],,,,,CHEMICAL,,,0.0
441,23906445,16,,,False,,,,,,,,,,,,,
442,17929538,0,,,False,,,,,,,,,,,,,
443,17929538,1,,,False,,,,,,,,,,,,,
444,17929538,2,metformine,metformin,False,1,0.010588501580059528,4,1,[],,,,,CHEMICAL,,,0.0
445,17929538,3,,,False,,,,,,,,,,,,,
446,17929538,4,metformine,metformin,False,1,0.019725743681192398,10,1,[],,,,,CHEMICAL,,,0.0
447,17929538,5,metformine,metformin,False,1,0.04214701056480408,13,1,[],,,,,CHEMICAL,,,0.0
448,17929538,6,,,False,,,,,,,,,,,,,
449,17929538,7,metformine,metformin,False,1,0.03383089229464531,4,1,[],,,,,CHEMICAL,,,0.0
450,17929538,8,,,False,,,,,,,,,,,,,
451,17929538,9,cholesterol level,cholesterol,,1,,54,1,,,,,,CHEMICAL,,,
452,17929538,9,trig,triglycerides,,2,,60,2,,,,,,CHEMICAL,,,
453,17929538,9,cholesterol hdl,cholesterol,,3,,65,3,,,,,,CHEMICAL,,,
454,17929538,9,cholesterol ldl,cholesterol,False,4,2.1479454040527344,72,4,[],,,,,CHEMICAL,,,0.0
455,17929538,10,,,False,,,,,,,,,,,,,
456,17929538,11,,,False,,,,,,,,,,,,,
457,17929538,12,,,False,,,,,,,,,,,,,
458,17929538,13,metformine,metformin,False,1,0.01744365692138672,6,1,[],,,,,CHEMICAL,,,0.0
459,17929538,14,,,False,,,,,,,,,,,,,
460,17929538,15,,,False,,,,,,,,,,,,,
461,17929538,16,metformine,metformin,False,1,0.016537010669708252,24,1,[],,,,,CHEMICAL,,,0.0
462,17929538,17,metformine,metformin,False,1,0.015836302191019058,15,1,[],,,,,CHEMICAL,,,0.0
463,17929538,18,metformine,metformin,,1,,9,1,,,,,,CHEMICAL,,,
464,17929538,18,metformine,metformin,False,2,0.02320435643196106,22,2,[],,,,,CHEMICAL,,,0.0
465,17929538,19,,,False,,,,,,,,,,,,,
466,23404788,0,,,False,,,,,,,,,,,,,
467,23404788,1,,,False,,,,,,,,,,,,,
468,23404788,2,diabetes type 2,diabetes,True,1,0.131456658244133,24,1,[2],,,,,DISEASE,,,2.0
469,23404788,3,,,False,,,,,,,,,,,,,
470,23404788,4,glucose blood,glucose,,1,,19,1,,,,,,CHEMICAL,,,
471,23404788,4,loss weight,weight loss,,2,,22,2,,,,,,DISEASE,,,
472,23404788,4,t2dm - diabetes mellitus type 2,diabetes mellitus,False,3,15.898982048034668,36,3,[],,,,,DISEASE,,,0.0
473,23404788,5,metformine,metformin,False,1,0.012048477306962013,36,1,[],,,,,CHEMICAL,,,0.0
474,23404788,6,,,False,,,,,,,,,,,,,
475,23404788,7,,,False,,,,,,,,,,,,,
476,23404788,8,,,False,,,,,,,,,,,,,
477,23404788,9,,,False,,,,,,,,,,,,,
478,23404788,10,,,False,,,,,,,,,,,,,
479,23404788,11,loss weight,weight loss,False,1,18.84564208984375,0,1,[],,,,,DISEASE,,,0.0
480,23404788,12,,,False,,,,,,,,,,,,,
481,23404788,13,,,False,,,,,,,,,,,,,
482,23404788,14,nauseas,nausea,,1,,0,1,,,,,,DISEASE,,,
483,23404788,14,symptoms vomiting,vomiting,False,2,5.784379482269287,3,2,[],,,,,DISEASE,,,0.0
484,23404788,15,loss weight,weight loss,False,1,2.7293272018432617,31,1,[],,,,,DISEASE,,,0.0
485,23404788,17,,,False,,,,,,,,,,,,,
486,18194595,0,,,False,,,,,,,,,,,,,
487,18194595,1,,,False,,,,,,,,,,,,,
488,18194595,2,product containing sitagliptin,sitagliptin,,1,,4,1,,,,,,CHEMICAL,,,
489,18194595,2,metformine,metformin,,2,,13,2,,,,,,CHEMICAL,,,
490,18194595,2,diabetes type 2,diabetes,False,3,18.61479949951172,22,3,[],,,,,DISEASE,,,0.0
491,18194595,3,,,False,,,,,,,,,,,,,
492,18194595,4,product containing sitagliptin,sitagliptin,,1,,15,1,,,,,,CHEMICAL,,,
493,18194595,4,metformine,metformin,,2,,27,2,,,,,,CHEMICAL,,,
494,18194595,4,t2dm - diabetes mellitus type 2,diabetes mellitus,True,3,15.058088302612305,64,3,[4],,,,,DISEASE,,,3.0
495,18194595,5,,,False,,,,,,,,,,,,,
496,18194595,6,metformine,metformin,,1,,8,1,,,,,,CHEMICAL,,,
497,18194595,6,product containing sitagliptin,sitagliptin,,2,,32,2,,,,,,CHEMICAL,,,
498,18194595,6,metformine,metformin,False,3,5.558555603027344,47,3,[],,,,,CHEMICAL,,,0.0
499,18194595,7,product containing sitagliptin,sitagliptin,False,1,2.891777753829956,34,1,[],,,,,CHEMICAL,,,0.0
500,18194595,8,,,False,,,,,,,,,,,,,
501,18194595,9,,,False,,,,,,,,,,,,,
502,18194595,10,product containing sitagliptin,sitagliptin,False,1,19.41927146911621,2,1,[],,,,,CHEMICAL,,,0.0
503,18194595,11,product containing sitagliptin,sitagliptin,False,1,15.538763999938965,32,1,[],,,,,CHEMICAL,,,0.0
504,18194595,12,product containing sitagliptin,sitagliptin,False,1,9.605395317077637,0,1,[],,,,,CHEMICAL,,,0.0
505,18194595,13,product containing sitagliptin,sitagliptin,False,1,7.995273590087891,5,1,[],,,,,CHEMICAL,,,0.0
506,18194595,14,product containing sitagliptin,sitagliptin,,1,,4,1,,,,,,CHEMICAL,,,
507,18194595,14,metformine,metformin,False,2,5.107874870300293,16,2,[],,,,,CHEMICAL,,,0.0
508,18194595,15,,,False,,,,,,,,,,,,,
509,17115351,0,,,False,,,,,,,,,,,,,
510,17115351,1,,,False,,,,,,,,,,,,,
511,17115351,2,diabetes type 2,diabetes,,1,,6,1,,,,,,DISEASE,,,
512,17115351,2,metformine,metformin,,2,,20,2,,,,,,CHEMICAL,,,
513,17115351,2,insulin glargine human,glargine,,3,,28,3,,,,,,CHEMICAL,,,
514,17115351,2,product containing glimepiride,glimepiride,False,4,16.973583221435547,34,4,[],,,,,CHEMICAL,,,0.0
515,17115351,3,,,False,,,,,,,,,,,,,
516,17115351,4,diabetes type 2,diabetes,False,1,0.08595798909664154,37,1,[],,,,,DISEASE,,,0.0
517,17115351,5,aspart insulin,aspart,,1,,35,1,,,,,,CHEMICAL,,,
518,17115351,5,metformine,metformin,,2,,44,2,,,,,,CHEMICAL,,,
519,17115351,5,insulin glargine human,glargine,,3,,57,3,,,,,,CHEMICAL,,,
520,17115351,5,product containing glimepiride,glimepiride,True,4,7.503139495849609,68,4,[5],,,,,CHEMICAL,,,5.0
521,17115351,6,,,False,,,,,,,,,,,,,
522,17115351,7,,,False,,,,,,,,,,,,,
523,17115351,8,,,False,,,,,,,,,,,,,
524,17115351,9,,,False,,,,,,,,,,,,,
525,17115351,10,,,False,,,,,,,,,,,,,
526,17115351,11,,,False,,,,,,,,,,,,,
527,17115351,12,gains weight,weight gain,False,1,5.208752632141113,11,1,[],,,,,DISEASE,,,0.0
528,17115351,13,,,False,,,,,,,,,,,,,
529,17115351,14,,,False,,,,,,,,,,,,,
530,17115351,15,,,False,,,,,,,,,,,,,
531,20920045,0,,,False,,,,,,,,,,,,,
532,20920045,1,,,False,,,,,,,,,,,,,
533,20920045,2,insulin glargine human,glargine,False,1,17.449792861938477,12,1,[],,,,,CHEMICAL,,,0.0
534,20920045,3,,,False,,,,,,,,,,,,,
535,20920045,4,,,False,,,,,,,,,,,,,
536,20920045,5,diabetes type 2,diabetes,False,1,0.08210093528032303,17,1,[],,,,,DISEASE,,,0.0
537,20920045,6,insulin glargine human,glargine,False,1,11.152631759643555,22,1,[],,,,,CHEMICAL,,,0.0
538,20920045,7,,,False,,,,,,,,,,,,,
539,20920045,8,glargine insulin,glargine,False,1,4.873424530029297,10,1,[],,,,,CHEMICAL,,,0.0
540,20920045,9,,,False,,,,,,,,,,,,,
541,20920045,10,glargine insulin,glargine,False,1,0.42418330907821655,34,1,[],,,,,CHEMICAL,,,0.0
542,20920045,11,,,False,,,,,,,,,,,,,
543,20920045,12,glargine insulin,glargine,False,1,16.44715118408203,26,1,[],,,,,CHEMICAL,,,0.0
544,20920045,13,gains weight,weight gain,,1,,24,1,,,,,,DISEASE,,,
545,20920045,13,glargine insulin,glargine,False,2,15.0048828125,42,2,[],,,,,CHEMICAL,,,0.0
546,20920045,14,glargine insulin,glargine,False,1,11.067288398742676,20,1,[],,,,,CHEMICAL,,,0.0
547,20920045,15,glargine insulin,glargine,False,1,5.190539360046387,14,1,[],,,,,CHEMICAL,,,0.0
548,20920045,16,glargine insulin,glargine,False,1,3.434225082397461,13,1,[],,,,,CHEMICAL,,,0.0
549,20920045,18,,,False,,,,,,,,,,,,,
550,22672081,0,,,False,,,,,,,,,,,,,
551,22672081,1,,,False,,,,,,,,,,,,,
552,22672081,3,glargine insulin,glargine,,1,,10,1,,,,,,CHEMICAL,,,
553,22672081,3,insulina lispro,lispro,False,2,23.933380126953125,16,2,[],,,,,CHEMICAL,,,0.0
554,22672081,4,,,False,,,,,,,,,,,,,
555,22672081,5,,,False,,,,,,,,,,,,,
556,22672081,9,glargine insulin,glargine,,1,,47,1,,,,,,CHEMICAL,,,
557,22672081,9,lispro insulin,lispro,False,2,9.863210678100586,54,2,[],,,,,CHEMICAL,,,0.0
558,22672081,10,diabetes type 2,diabetes,,1,,47,1,,,,,,DISEASE,,,
559,22672081,10,glargine insulin,glargine,,2,,103,2,,,,,,CHEMICAL,,,
560,22672081,10,lispro insulin,lispro,True,3,2.4466500282287598,116,3,[13],,,,,CHEMICAL,,,3.0
561,22672081,11,glargine insulin,glargine,,1,,14,1,,,,,,CHEMICAL,,,
562,22672081,11,lispro insulin,lispro,,2,,21,2,,,,,,CHEMICAL,,,
563,22672081,11,glargine insulin,glargine,,3,,65,3,,,,,,CHEMICAL,,,
564,22672081,11,lispro insulin,lispro,False,4,14.439336776733398,72,4,[],,,,,CHEMICAL,,,0.0
565,22672081,12,,,False,,,,,,,,,,,,,
566,22672081,13,,,False,,,,,,,,,,,,,
567,22672081,14,,,False,,,,,,,,,,,,,
568,22672081,15,glargine insulin,glargine,,1,,49,1,,,,,,CHEMICAL,,,
569,22672081,15,lispro insulin,lispro,False,2,2.2716877460479736,56,2,[],,,,,CHEMICAL,,,0.0
570,22672081,18,,,False,,,,,,,,,,,,,
571,22742523,0,,,False,,,,,,,,,,,,,
572,22742523,1,,,False,,,,,,,,,,,,,
573,22742523,2,product containing sitagliptin,sitagliptin,,1,,4,1,,,,,,CHEMICAL,,,
574,22742523,2,metformine,metformin,,2,,13,2,,,,,,CHEMICAL,,,
575,22742523,2,diabetes type 2,diabetes,True,3,18.850540161132812,41,3,[2],,,,,DISEASE,,,2.0
576,22742523,3,,,False,,,,,,,,,,,,,
577,22742523,4,,,False,,,,,,,,,,,,,
578,22742523,5,diabetes type 2,diabetes,False,1,0.2460206001996994,19,1,[],,,,,DISEASE,,,0.0
579,22742523,6,product containing sitagliptin,sitagliptin,,1,,9,1,,,,,,CHEMICAL,,,
580,22742523,6,metformine,metformin,False,2,11.086362838745117,21,2,[],,,,,CHEMICAL,,,0.0
581,22742523,7,metformine,metformin,False,1,0.02412170171737671,63,1,[],,,,,CHEMICAL,,,0.0
582,22742523,8,product containing sitagliptin,sitagliptin,False,1,3.925436496734619,11,1,[],,,,,CHEMICAL,,,0.0
583,22742523,9,,,False,,,,,,,,,,,,,
584,22742523,10,,,False,,,,,,,,,,,,,
585,22742523,11,product containing sitagliptin,sitagliptin,False,1,25.380157470703125,15,1,[],,,,,CHEMICAL,,,0.0
586,22742523,12,,,False,,,,,,,,,,,,,
587,22742523,13,product containing sitagliptin,sitagliptin,False,1,18.54339599609375,4,1,[],,,,,CHEMICAL,,,0.0
588,22742523,14,product containing sitagliptin,sitagliptin,False,1,7.316143035888672,30,1,[],,,,,CHEMICAL,,,0.0
589,22742523,15,product containing sitagliptin,sitagliptin,,1,,12,1,,,,,,CHEMICAL,,,
590,22742523,15,metformine,metformin,False,2,5.913228988647461,25,2,[],,,,,CHEMICAL,,,0.0
591,22742523,16,,,False,,,,,,,,,,,,,
592,23949898,0,,,False,,,,,,,,,,,,,
593,23949898,1,,,False,,,,,,,,,,,,,
594,23949898,2,saxagliptin product,saxagliptin,,1,,0,1,,,,,,CHEMICAL,,,
595,23949898,2,metformine,metformin,,2,,14,2,,,,,,CHEMICAL,,,
596,23949898,2,t2dm - diabetes mellitus type 2,diabetes mellitus,True,3,14.262062072753906,20,3,[2],,,,,DISEASE,,,2.0
597,23949898,3,,,False,,,,,,,,,,,,,
598,23949898,4,t2dm - diabetes mellitus type 2,diabetes mellitus,False,1,9.802165985107422,19,1,[],,,,,DISEASE,,,0.0
599,23949898,5,saxagliptin product,saxagliptin,,1,,27,1,,,,,,CHEMICAL,,,
600,23949898,5,metformine,metformin,False,2,6.515933036804199,55,2,[],,,,,CHEMICAL,,,0.0
601,23949898,6,saxagliptin product,saxagliptin,,1,,37,1,,,,,,CHEMICAL,,,
602,23949898,6,metformine,metformin,False,2,4.360180854797363,62,2,[],,,,,CHEMICAL,,,0.0
603,23949898,7,,,False,,,,,,,,,,,,,
604,23949898,9,metformine,metformin,False,1,0.016743233427405357,46,1,[],,,,,CHEMICAL,,,0.0
605,23949898,10,metformine,metformin,,1,,6,1,,,,,,CHEMICAL,,,
606,23949898,10,saxagliptin product,saxagliptin,False,2,14.612881660461426,18,2,[],,,,,CHEMICAL,,,0.0
607,23949898,11,,,False,,,,,,,,,,,,,
608,23949898,12,,,False,,,,,,,,,,,,,
609,23949898,13,,,False,,,,,,,,,,,,,
610,23949898,14,saxagliptin product,saxagliptin,,1,,15,1,,,,,,CHEMICAL,,,
611,23949898,14,metformine,metformin,False,2,11.006771087646484,75,2,[],,,,,CHEMICAL,,,0.0
612,23949898,15,saxagliptin product,saxagliptin,False,1,5.332624912261963,10,1,[],,,,,CHEMICAL,,,0.0
613,23949898,16,saxagliptin product,saxagliptin,False,1,2.1996912956237793,18,1,[],,,,,CHEMICAL,,,0.0
614,23949898,17,saxagliptin product,saxagliptin,False,1,10.095895767211914,26,1,[],,,,,CHEMICAL,,,0.0
615,23949898,18,saxagliptin product,saxagliptin,,1,,10,1,,,,,,CHEMICAL,,,
616,23949898,18,infection of urinary tract,urinary tract infection,,2,,20,2,,,,,,DISEASE,,,
617,23949898,18,upper respiratory infection,upper respiratory tract infection,,3,,34,3,,,,,,DISEASE,,,
618,23949898,18,"headache , cephalalgia",headache,,4,,38,4,,,,,,DISEASE,,,
619,23949898,18,pain extremity,pain,True,5,13.7462739944458,48,5,[17],,,,,DISEASE,,,1.0
620,23949898,19,saxagliptin product,saxagliptin,False,1,7.945082664489746,2,1,[],,,,,CHEMICAL,,,0.0
621,23949898,20,saxagliptin product,saxagliptin,False,1,2.6908411979675293,14,1,[],,,,,CHEMICAL,,,0.0
622,23949898,21,saxagliptin product,saxagliptin,,1,,2,1,,,,,,CHEMICAL,,,
623,23949898,21,metformine,metformin,False,2,1.939687967300415,25,2,[],,,,,CHEMICAL,,,0.0
624,23949898,22,,,False,,,,,,,,,,,,,
625,28923291,0,,,False,,,,,,,,,,,,,
626,28923291,1,,,False,,,,,,,,,,,,,
627,28923291,3,,,False,,,,,,,,,,,,,
628,28923291,4,,,False,,,,,,,,,,,,,
629,28923291,5,,,False,,,,,,,,,,,,,
630,28923291,8,,,False,,,,,,,,,,,,,
631,28923291,9,,,False,,,,,,,,,,,,,
632,28923291,10,t2dm - diabetes mellitus type 2,diabetes mellitus,False,1,6.594176292419434,29,1,[],,,,,DISEASE,,,3.0
633,28923291,12,,,False,,,,,,,,,,,,,
634,28923291,13,,,False,,,,,,,,,,,,,
635,28923291,14,metformine,metformin,False,1,0.012481563724577427,17,1,[],,,,,CHEMICAL,,,0.0
636,28923291,15,diabetes mellitus,diabetes,False,1,12.576406478881836,36,1,[],,,,,DISEASE,,,0.0
637,28923291,16,,,False,,,,,,,,,,,,,
638,28923291,17,,,False,,,,,,,,,,,,,
639,28923291,18,,,False,,,,,,,,,,,,,
640,28923291,20,metformine,metformin,False,1,0.01369314081966877,36,1,[],,,,,CHEMICAL,,,0.0
641,28923291,21,metformine,metformin,False,1,0.05039818957448006,0,1,[],,,,,CHEMICAL,,,0.0
642,28923291,22,metformine,metformin,False,1,0.03218776360154152,6,1,[],,,,,CHEMICAL,,,0.0
643,28923291,23,glucose blood,glucose,False,1,0.06152033805847168,18,1,[],,,,,CHEMICAL,,,0.0
644,28923291,24,,,False,,,,,,,,,,,,,
645,28923291,28,,,False,,,,,,,,,,,,,
646,29862619,0,,,False,,,,,,,,,,,,,
647,29862619,1,,,False,,,,,,,,,,,,,
648,29862619,3,product containing sitagliptin,sitagliptin,,1,,17,1,,,,,,CHEMICAL,,,
649,29862619,3,metformine,metformin,,2,,24,2,,,,,,CHEMICAL,,,
650,29862619,3,t2dm - diabetes mellitus type 2,diabetes mellitus,True,3,10.854846954345703,36,3,[4],,,,,DISEASE,,,4.0
651,29862619,4,,,False,,,,,,,,,,,,,
652,29862619,5,,,False,,,,,,,,,,,,,
653,29862619,6,,,False,,,,,,,,,,,,,
654,29862619,7,,,False,,,,,,,,,,,,,
655,29862619,8,,,False,,,,,,,,,,,,,
656,29862619,9,,,False,,,,,,,,,,,,,
657,29862619,10,,,False,,,,,,,,,,,,,
658,29862619,11,,,False,,,,,,,,,,,,,
659,29862619,12,,,False,,,,,,,,,,,,,
660,29862619,13,,,False,,,,,,,,,,,,,
661,29862619,14,,,False,,,,,,,,,,,,,
662,29862619,15,,,False,,,,,,,,,,,,,
663,29862619,16,,,False,,,,,,,,,,,,,
664,29862619,17,,,False,,,,,,,,,,,,,
665,29862619,18,,,False,,,,,,,,,,,,,
666,29862619,19,,,False,,,,,,,,,,,,,
667,29862619,20,metformine,metformin,,1,,24,1,,,,,,CHEMICAL,,,
668,29862619,20,product containing sitagliptin,sitagliptin,,2,,28,2,,,,,,CHEMICAL,,,
669,29862619,20,t2dm - diabetes mellitus type 2,diabetes mellitus,False,3,12.083908081054688,40,3,[],,,,,DISEASE,,,0.0
670,29862619,21,,,False,,,,,,,,,,,,,
671,29862619,22,metformine,metformin,,1,,28,1,,,,,,CHEMICAL,,,
672,29862619,22,product containing sitagliptin,sitagliptin,False,2,5.151336669921875,32,2,[],,,,,CHEMICAL,,,0.0
673,29862619,23,,,False,,,,,,,,,,,,,
674,29862619,24,,,False,,,,,,,,,,,,,
675,29862619,25,,,False,,,,,,,,,,,,,
676,29862619,33,,,False,,,,,,,,,,,,,
677,29862619,26,,,False,,,,,,,,,,,,,
678,29862619,27,,,False,,,,,,,,,,,,,
679,29862619,28,,,False,,,,,,,,,,,,,
